Zn,Cu,Li,Fe,Ni,NH4,SO4,NO3
0.0,0.4444,0.1166,0.8624,0.0,0.0,0.0,3.5926
0.0,0.4444,0.1166,0.8624,0.0,0.2002,0.1001,3.5926
0.0,0.4444,0.1166,0.8624,0.0,0.4004,0.2002,3.5926
0.0,0.4444,0.1166,0.8624,0.2431,0.0,0.2431,3.5926
0.0,0.4444,0.1166,0.8624,0.2431,0.2002,0.3432,3.5926
0.0,0.4444,0.1166,0.8624,0.4862,0.0,0.4862,3.5926
0.0,0.5104,0.2332,0.0,0.0,0.0,0.5104,0.2332
0.0,0.4444,0.2332,0.0,0.0,0.2002,0.1001,1.122
0.0,0.4444,0.2332,0.0,0.0,0.4004,0.2002,1.122
0.0,0.4444,0.2332,0.0,0.0,0.6006,0.3003,1.122
0.0,0.4444,0.2332,0.0,0.0,0.8008,0.4004,1.122
0.0,0.4444,0.2332,0.0,0.2431,0.0,0.2431,1.122
0.0,0.4444,0.2332,0.0,0.2431,0.2002,0.3432,1.122
0.0,0.4444,0.2332,0.0,0.2431,0.4004,0.4433,1.122
0.0,0.4444,0.2332,0.0,0.2431,0.6006,0.5434,1.122
0.0,0.4444,0.2332,0.0,0.2431,0.8008,0.6435,1.122
0.0,0.4444,0.2332,0.0,0.4862,0.0,0.4862,1.122
0.0,0.4444,0.2332,0.0,0.4862,0.2002,0.5863,1.122
0.0,0.4444,0.2332,0.0,0.4862,0.4004,0.6864,1.122
0.0,0.4444,0.2332,0.0,0.4862,0.6006,0.7865,1.122
0.0,0.4444,0.2332,0.0,0.7293,0.0,0.7293,1.122
0.0,0.4444,0.2332,0.0,0.7293,0.2002,0.8294,1.122
0.0,0.4444,0.2332,0.0,0.7293,0.4004,0.9295,1.122
0.0,0.4444,0.2332,0.0,0.9724,0.0,0.9724,1.122
0.0,0.4444,0.2332,0.0,0.9724,0.2002,1.0725,1.122
0.0,0.4444,0.2332,0.2156,0.0,0.0,0.0,1.7688
0.0,0.4444,0.2332,0.2156,0.0,0.2002,0.1001,1.7688
0.0,0.4444,0.2332,0.2156,0.0,0.4004,0.2002,1.7688
0.0,0.4444,0.2332,0.2156,0.0,0.6006,0.3003,1.7688
0.0,0.4444,0.2332,0.2156,0.0,0.8008,0.4004,1.7688
0.0,0.4444,0.2332,0.2156,0.2431,0.0,0.2431,1.7688
0.0,0.4444,0.2332,0.2156,0.2431,0.2002,0.3432,1.7688
0.0,0.4444,0.2332,0.2156,0.2431,0.4004,0.4433,1.7688
0.0,0.4444,0.2332,0.2156,0.2431,0.6006,0.5434,1.7688
0.0,0.4444,0.2332,0.2156,0.4862,0.0,0.4862,1.7688
0.0,0.4444,0.2332,0.2156,0.4862,0.2002,0.5863,1.7688
0.0,0.4444,0.2332,0.2156,0.4862,0.4004,0.6864,1.7688
0.0,0.4444,0.2332,0.2156,0.7293,0.0,0.7293,1.7688
0.0,0.4444,0.2332,0.2156,0.7293,0.2002,0.8294,1.7688
0.0,0.4444,0.2332,0.2156,0.9724,0.0,0.9724,1.7688
0.0,0.4444,0.2332,0.4312,0.0,0.0,0.0,2.4156
0.0,0.4444,0.2332,0.4312,0.0,0.2002,0.1001,2.4156
0.0,0.4444,0.2332,0.4312,0.0,0.4004,0.2002,2.4156
0.0,0.4444,0.2332,0.4312,0.0,0.6006,0.3003,2.4156
0.0,0.4444,0.2332,0.4312,0.2431,0.0,0.2431,2.4156
0.0,0.4444,0.2332,0.4312,0.2431,0.2002,0.3432,2.4156
0.0,0.4444,0.2332,0.4312,0.2431,0.4004,0.4433,2.4156
0.0,0.4444,0.2332,0.4312,0.4862,0.0,0.4862,2.4156
0.0,0.4444,0.2332,0.4312,0.4862,0.2002,0.5863,2.4156
0.0,0.4444,0.2332,0.4312,0.7293,0.0,0.7293,2.4156
0.0,0.4444,0.2332,0.6468,0.0,0.0,0.0,3.0624
0.0,0.4444,0.2332,0.6468,0.0,0.2002,0.1001,3.0624
0.0,0.4444,0.2332,0.6468,0.0,0.4004,0.2002,3.0624
0.0,0.4444,0.2332,0.6468,0.2431,0.0,0.2431,3.0624
0.0,0.4444,0.2332,0.6468,0.2431,0.2002,0.3432,3.0624
0.0,0.4444,0.2332,0.6468,0.4862,0.0,0.4862,3.0624
0.0,0.4444,0.2332,0.8624,0.0,0.0,0.0,3.7092
0.0,0.4444,0.2332,0.8624,0.0,0.2002,0.1001,3.7092
0.0,0.4444,0.2332,0.8624,0.2431,0.0,0.2431,3.7092
0.0,0.4444,0.3498,0.0,0.0,0.0,0.0,1.2386
0.0,0.4444,0.3498,0.0,0.0,0.2002,0.1001,1.2386
0.0,0.4444,0.3498,0.0,0.0,0.4004,0.2002,1.2386
0.0,0.4444,0.3498,0.0,0.0,0.6006,0.3003,1.2386
0.0,0.4444,0.3498,0.0,0.0,0.8008,0.4004,1.2386
0.0,0.4444,0.3498,0.0,0.2431,0.0,0.2431,1.2386
0.0,0.4444,0.3498,0.0,0.2431,0.2002,0.3432,1.2386
0.0,0.4444,0.3498,0.0,0.2431,0.4004,0.4433,1.2386
0.0,0.4444,0.3498,0.0,0.2431,0.6006,0.5434,1.2386
0.0,0.4444,0.3498,0.0,0.4862,0.0,0.4862,1.2386
0.0,0.4444,0.3498,0.0,0.4862,0.2002,0.5863,1.2386
0.0,0.4444,0.3498,0.0,0.4862,0.4004,0.6864,1.2386
0.0,0.4444,0.3498,0.0,0.7293,0.0,0.7293,1.2386
0.0,0.4444,0.3498,0.0,0.7293,0.2002,0.8294,1.2386
0.0,0.4444,0.3498,0.0,0.9724,0.0,0.9724,1.2386
0.0,0.4444,0.3498,0.2156,0.0,0.0,0.0,1.8854
0.0,0.4444,0.3498,0.2156,0.0,0.2002,0.1001,1.8854
0.0,0.4444,0.3498,0.2156,0.0,0.4004,0.2002,1.8854
0.0,0.4444,0.3498,0.2156,0.0,0.6006,0.3003,1.8854
0.0,0.4444,0.3498,0.2156,0.2431,0.0,0.2431,1.8854
0.0,0.4444,0.3498,0.2156,0.2431,0.2002,0.3432,1.8854
0.0,0.4444,0.3498,0.2156,0.2431,0.4004,0.4433,1.8854
0.0,0.4444,0.3498,0.2156,0.4862,0.0,0.4862,1.8854
0.0,0.4444,0.3498,0.2156,0.4862,0.2002,0.5863,1.8854
0.0,0.4444,0.3498,0.2156,0.7293,0.0,0.7293,1.8854
0.0,0.4444,0.3498,0.4312,0.0,0.0,0.0,2.5322
0.0,0.4444,0.3498,0.4312,0.0,0.2002,0.1001,2.5322
0.0,0.4444,0.3498,0.4312,0.0,0.4004,0.2002,2.5322
0.0,0.4444,0.3498,0.4312,0.2431,0.0,0.2431,2.5322
0.0,0.4444,0.3498,0.4312,0.2431,0.2002,0.3432,2.5322
0.0,0.4444,0.3498,0.4312,0.4862,0.0,0.4862,2.5322
0.0,0.4444,0.3498,0.6468,0.0,0.0,0.0,3.179
0.0,0.4444,0.3498,0.6468,0.0,0.2002,0.1001,3.179
0.0,0.4444,0.3498,0.6468,0.2431,0.0,0.2431,3.179
0.0,0.4444,0.3498,0.8624,0.0,0.0,0.0,3.8258
0.0,0.4444,0.4664,0.0,0.0,0.0,0.0,1.3552
0.0,0.4444,0.4664,0.0,0.0,0.2002,0.1001,1.3552
0.0,0.4444,0.4664,0.0,0.0,0.4004,0.2002,1.3552
0.0,0.4444,0.4664,0.0,0.0,0.6006,0.3003,1.3552
0.0,0.4444,0.4664,0.0,0.2431,0.0,0.2431,1.3552
0.0,0.4444,0.4664,0.0,0.2431,0.2002,0.3432,1.3552
0.0,0.4444,0.4664,0.0,0.2431,0.4004,0.4433,1.3552
0.0,0.4444,0.4664,0.0,0.4862,0.0,0.4862,1.3552
0.0,0.4444,0.4664,0.0,0.4862,0.2002,0.5863,1.3552
0.0,0.4444,0.4664,0.0,0.7293,0.0,0.7293,1.3552
0.0,0.4444,0.4664,0.2156,0.0,0.0,0.0,2.002
0.0,0.4444,0.4664,0.2156,0.0,0.2002,0.1001,2.002
0.0,0.4444,0.4664,0.2156,0.0,0.4004,0.2002,2.002
0.0,0.4444,0.4664,0.2156,0.2431,0.0,0.2431,2.002
0.0,0.4444,0.4664,0.2156,0.2431,0.2002,0.3432,2.002
0.0,0.4444,0.4664,0.2156,0.4862,0.0,0.4862,2.002
0.0,0.4444,0.4664,0.4312,0.0,0.0,0.0,2.6488
0.0,0.4444,0.4664,0.4312,0.0,0.2002,0.1001,2.6488
0.0,0.4444,0.4664,0.4312,0.2431,0.0,0.2431,2.6488
0.0,0.4444,0.4664,0.6468,0.0,0.0,0.0,3.2956
0.0,0.7161,0.0,0.0,0.0,0.0,0.3828,0.6666
0.0,0.6666,0.0,0.0,0.0,0.2002,0.1001,1.3332
0.0,0.6666,0.0,0.0,0.0,0.4004,0.2002,1.3332
0.0,0.6666,0.0,0.0,0.0,0.6006,0.3003,1.3332
0.0,0.6666,0.0,0.0,0.0,0.8008,0.4004,1.3332
0.0,0.6666,0.0,0.0,0.2431,0.0,0.2431,1.3332
0.0,0.6666,0.0,0.0,0.2431,0.2002,0.3432,1.3332
0.0,0.6666,0.0,0.0,0.2431,0.4004,0.4433,1.3332
0.0,0.6666,0.0,0.0,0.2431,0.6006,0.5434,1.3332
0.0,0.6666,0.0,0.0,0.2431,0.8008,0.6435,1.3332
0.0,0.6666,0.0,0.0,0.4862,0.0,0.4862,1.3332
0.0,0.6666,0.0,0.0,0.4862,0.2002,0.5863,1.3332
0.0,0.6666,0.0,0.0,0.4862,0.4004,0.6864,1.3332
0.0,0.6666,0.0,0.0,0.4862,0.6006,0.7865,1.3332
0.0,0.6666,0.0,0.0,0.4862,0.8008,0.8866,1.3332
0.0,0.6666,0.0,0.0,0.7293,0.0,0.7293,1.3332
0.0,0.6666,0.0,0.0,0.7293,0.2002,0.8294,1.3332
0.0,0.6666,0.0,0.0,0.7293,0.4004,0.9295,1.3332
0.0,0.6666,0.0,0.0,0.7293,0.6006,1.0296,1.3332
0.0,0.6666,0.0,0.0,0.9724,0.0,0.9724,1.3332
0.0,0.6666,0.0,0.0,0.9724,0.2002,1.0725,1.3332
0.0,0.6666,0.0,0.0,0.9724,0.4004,1.1726,1.3332
0.0,0.7656,0.0,0.2156,0.0,0.0,0.7656,0.6468
0.0,0.6666,0.0,0.2156,0.0,0.2002,0.1001,1.98
0.0,0.6666,0.0,0.2156,0.0,0.4004,0.2002,1.98
0.0,0.6666,0.0,0.2156,0.0,0.6006,0.3003,1.98
0.0,0.6666,0.0,0.2156,0.0,0.8008,0.4004,1.98
0.0,0.6666,0.0,0.2156,0.2431,0.0,0.2431,1.98
0.0,0.6666,0.0,0.2156,0.2431,0.2002,0.3432,1.98
0.0,0.6666,0.0,0.2156,0.2431,0.4004,0.4433,1.98
0.0,0.6666,0.0,0.2156,0.2431,0.6006,0.5434,1.98
0.0,0.6666,0.0,0.2156,0.2431,0.8008,0.6435,1.98
0.0,0.6666,0.0,0.2156,0.4862,0.0,0.4862,1.98
0.0,0.6666,0.0,0.2156,0.4862,0.2002,0.5863,1.98
0.0,0.6666,0.0,0.2156,0.4862,0.4004,0.6864,1.98
0.0,0.6666,0.0,0.2156,0.4862,0.6006,0.7865,1.98
0.0,0.6666,0.0,0.2156,0.7293,0.0,0.7293,1.98
0.0,0.6666,0.0,0.2156,0.7293,0.2002,0.8294,1.98
0.0,0.6666,0.0,0.2156,0.7293,0.4004,0.9295,1.98
0.0,0.6666,0.0,0.2156,0.9724,0.0,0.9724,1.98
0.0,0.6666,0.0,0.2156,0.9724,0.2002,1.0725,1.98
0.0,0.6666,0.0,0.4312,0.0,0.0,0.0,2.6268
0.0,0.6666,0.0,0.4312,0.0,0.2002,0.1001,2.6268
0.0,0.6666,0.0,0.4312,0.0,0.4004,0.2002,2.6268
0.0,0.6666,0.0,0.4312,0.0,0.6006,0.3003,2.6268
0.0,0.6666,0.0,0.4312,0.0,0.8008,0.4004,2.6268
0.0,0.6666,0.0,0.4312,0.2431,0.0,0.2431,2.6268
0.0,0.6666,0.0,0.4312,0.2431,0.2002,0.3432,2.6268
0.0,0.6666,0.0,0.4312,0.2431,0.4004,0.4433,2.6268
0.0,0.6666,0.0,0.4312,0.2431,0.6006,0.5434,2.6268
0.0,0.6666,0.0,0.4312,0.4862,0.0,0.4862,2.6268
0.0,0.6666,0.0,0.4312,0.4862,0.2002,0.5863,2.6268
0.0,0.6666,0.0,0.4312,0.4862,0.4004,0.6864,2.6268
0.0,0.6666,0.0,0.4312,0.7293,0.0,0.7293,2.6268
0.0,0.6666,0.0,0.4312,0.7293,0.2002,0.8294,2.6268
0.0,0.6666,0.0,0.4312,0.9724,0.0,0.9724,2.6268
0.0,0.6666,0.0,0.6468,0.0,0.0,0.0,3.2736
0.0,0.6666,0.0,0.6468,0.0,0.2002,0.1001,3.2736
0.0,0.6666,0.0,0.6468,0.0,0.4004,0.2002,3.2736
0.0,0.6666,0.0,0.6468,0.0,0.6006,0.3003,3.2736
0.0,0.6666,0.0,0.6468,0.2431,0.0,0.2431,3.2736
0.0,0.6666,0.0,0.6468,0.2431,0.2002,0.3432,3.2736
0.0,0.6666,0.0,0.6468,0.2431,0.4004,0.4433,3.2736
0.0,0.6666,0.0,0.6468,0.4862,0.0,0.4862,3.2736
0.0,0.6666,0.0,0.6468,0.4862,0.2002,0.5863,3.2736
0.0,0.6666,0.0,0.6468,0.7293,0.0,0.7293,3.2736
0.0,0.6666,0.0,0.8624,0.0,0.0,0.0,3.9204
0.0,0.6666,0.0,0.8624,0.0,0.2002,0.1001,3.9204
0.0,0.6666,0.0,0.8624,0.0,0.4004,0.2002,3.9204
0.0,0.6666,0.0,0.8624,0.2431,0.0,0.2431,3.9204
0.0,0.6666,0.0,0.8624,0.2431,0.2002,0.3432,3.9204
0.0,0.6666,0.0,0.8624,0.4862,0.0,0.4862,3.9204
0.0,0.7656,0.1166,0.0,0.0,0.0,0.7656,0.1166
0.0,0.6666,0.1166,0.0,0.0,0.2002,0.1001,1.4498
0.0,0.6666,0.1166,0.0,0.0,0.4004,0.2002,1.4498
0.0,0.6666,0.1166,0.0,0.0,0.6006,0.3003,1.4498
0.0,0.6666,0.1166,0.0,0.0,0.8008,0.4004,1.4498
0.0,0.6666,0.1166,0.0,0.2431,0.0,0.2431,1.4498
0.0,0.6666,0.1166,0.0,0.2431,0.2002,0.3432,1.4498
0.0,0.6666,0.1166,0.0,0.2431,0.4004,0.4433,1.4498
0.0,0.6666,0.1166,0.0,0.2431,0.6006,0.5434,1.4498
0.0,0.6666,0.1166,0.0,0.2431,0.8008,0.6435,1.4498
0.0,0.6666,0.1166,0.0,0.4862,0.0,0.4862,1.4498
0.0,0.6666,0.1166,0.0,0.4862,0.2002,0.5863,1.4498
0.0,0.6666,0.1166,0.0,0.4862,0.4004,0.6864,1.4498
0.0,0.6666,0.1166,0.0,0.4862,0.6006,0.7865,1.4498
0.0,0.6666,0.1166,0.0,0.7293,0.0,0.7293,1.4498
0.0,0.6666,0.1166,0.0,0.7293,0.2002,0.8294,1.4498
0.0,0.6666,0.1166,0.0,0.7293,0.4004,0.9295,1.4498
0.0,0.6666,0.1166,0.0,0.9724,0.0,0.9724,1.4498
0.0,0.6666,0.1166,0.0,0.9724,0.2002,1.0725,1.4498
0.0,0.6666,0.1166,0.2156,0.0,0.0,0.0,2.0966
0.0,0.6666,0.1166,0.2156,0.0,0.2002,0.1001,2.0966
0.0,0.6666,0.1166,0.2156,0.0,0.4004,0.2002,2.0966
0.0,0.6666,0.1166,0.2156,0.0,0.6006,0.3003,2.0966
0.0,0.6666,0.1166,0.2156,0.0,0.8008,0.4004,2.0966
0.0,0.6666,0.1166,0.2156,0.2431,0.0,0.2431,2.0966
0.0,0.6666,0.1166,0.2156,0.2431,0.2002,0.3432,2.0966
0.0,0.6666,0.1166,0.2156,0.2431,0.4004,0.4433,2.0966
0.0,0.6666,0.1166,0.2156,0.2431,0.6006,0.5434,2.0966
0.0,0.6666,0.1166,0.2156,0.4862,0.0,0.4862,2.0966
0.0,0.6666,0.1166,0.2156,0.4862,0.2002,0.5863,2.0966
0.0,0.6666,0.1166,0.2156,0.4862,0.4004,0.6864,2.0966
0.0,0.6666,0.1166,0.2156,0.7293,0.0,0.7293,2.0966
0.0,0.6666,0.1166,0.2156,0.7293,0.2002,0.8294,2.0966
0.0,0.6666,0.1166,0.2156,0.9724,0.0,0.9724,2.0966
0.0,0.6666,0.1166,0.4312,0.0,0.0,0.0,2.7434
0.0,0.6666,0.1166,0.4312,0.0,0.2002,0.1001,2.7434
0.0,0.6666,0.1166,0.4312,0.0,0.4004,0.2002,2.7434
0.0,0.6666,0.1166,0.4312,0.0,0.6006,0.3003,2.7434
0.0,0.6666,0.1166,0.4312,0.2431,0.0,0.2431,2.7434
0.0,0.6666,0.1166,0.4312,0.2431,0.2002,0.3432,2.7434
0.0,0.6666,0.1166,0.4312,0.2431,0.4004,0.4433,2.7434
0.0,0.6666,0.1166,0.4312,0.4862,0.0,0.4862,2.7434
0.0,0.6666,0.1166,0.4312,0.4862,0.2002,0.5863,2.7434
0.0,0.6666,0.1166,0.4312,0.7293,0.0,0.7293,2.7434
0.0,0.6666,0.1166,0.6468,0.0,0.0,0.0,3.3902
0.0,0.6666,0.1166,0.6468,0.0,0.2002,0.1001,3.3902
0.0,0.6666,0.1166,0.6468,0.0,0.4004,0.2002,3.3902
0.0,0.6666,0.1166,0.6468,0.2431,0.0,0.2431,3.3902
0.0,0.6666,0.1166,0.6468,0.2431,0.2002,0.3432,3.3902
0.0,0.6666,0.1166,0.6468,0.4862,0.0,0.4862,3.3902
0.0,0.6666,0.1166,0.8624,0.0,0.0,0.0,4.037
0.0,0.6666,0.1166,0.8624,0.0,0.2002,0.1001,4.037
0.0,0.6666,0.1166,0.8624,0.2431,0.0,0.2431,4.037
0.0,0.6666,0.2332,0.0,0.0,0.0,0.0,1.5664
0.0,0.6666,0.2332,0.0,0.0,0.2002,0.1001,1.5664
0.0,0.6666,0.2332,0.0,0.0,0.4004,0.2002,1.5664
0.0,0.6666,0.2332,0.0,0.0,0.6006,0.3003,1.5664
0.0,0.6666,0.2332,0.0,0.0,0.8008,0.4004,1.5664
0.0,0.6666,0.2332,0.0,0.2431,0.0,0.2431,1.5664
0.0,0.6666,0.2332,0.0,0.2431,0.2002,0.3432,1.5664
0.0,0.6666,0.2332,0.0,0.2431,0.4004,0.4433,1.5664
0.0,0.6666,0.2332,0.0,0.2431,0.6006,0.5434,1.5664
0.0,0.6666,0.2332,0.0,0.4862,0.0,0.4862,1.5664
0.0,0.6666,0.2332,0.0,0.4862,0.2002,0.5863,1.5664
0.0,0.6666,0.2332,0.0,0.4862,0.4004,0.6864,1.5664
0.0,0.6666,0.2332,0.0,0.7293,0.0,0.7293,1.5664
0.0,0.6666,0.2332,0.0,0.7293,0.2002,0.8294,1.5664
0.0,0.6666,0.2332,0.0,0.9724,0.0,0.9724,1.5664
0.0,0.6666,0.2332,0.2156,0.0,0.0,0.0,2.2132
0.0,0.6666,0.2332,0.2156,0.0,0.2002,0.1001,2.2132
0.0,0.6666,0.2332,0.2156,0.0,0.4004,0.2002,2.2132
0.0,0.6666,0.2332,0.2156,0.0,0.6006,0.3003,2.2132
0.0,0.6666,0.2332,0.2156,0.2431,0.0,0.2431,2.2132
0.0,0.6666,0.2332,0.2156,0.2431,0.2002,0.3432,2.2132
0.0,0.6666,0.2332,0.2156,0.2431,0.4004,0.4433,2.2132
0.0,0.6666,0.2332,0.2156,0.4862,0.0,0.4862,2.2132
0.0,0.6666,0.2332,0.2156,0.4862,0.2002,0.5863,2.2132
0.0,0.6666,0.2332,0.2156,0.7293,0.0,0.7293,2.2132
0.0,0.6666,0.2332,0.4312,0.0,0.0,0.0,2.86
0.0,0.6666,0.2332,0.4312,0.0,0.2002,0.1001,2.86
0.0,0.6666,0.2332,0.4312,0.0,0.4004,0.2002,2.86
0.0,0.6666,0.2332,0.4312,0.2431,0.0,0.2431,2.86
0.0,0.6666,0.2332,0.4312,0.2431,0.2002,0.3432,2.86
0.0,0.6666,0.2332,0.4312,0.4862,0.0,0.4862,2.86
0.0,0.6666,0.2332,0.6468,0.0,0.0,0.0,3.5068
0.0,0.6666,0.2332,0.6468,0.0,0.2002,0.1001,3.5068
0.0,0.6666,0.2332,0.6468,0.2431,0.0,0.2431,3.5068
0.0,0.6666,0.2332,0.8624,0.0,0.0,0.0,4.1536
0.0,0.6666,0.3498,0.0,0.0,0.0,0.0,1.683
0.0,0.6666,0.3498,0.0,0.0,0.2002,0.1001,1.683
0.0,0.6666,0.3498,0.0,0.0,0.4004,0.2002,1.683
0.0,0.6666,0.3498,0.0,0.0,0.6006,0.3003,1.683
0.0,0.6666,0.3498,0.0,0.2431,0.0,0.2431,1.683
0.0,0.6666,0.3498,0.0,0.2431,0.2002,0.3432,1.683
0.0,0.6666,0.3498,0.0,0.2431,0.4004,0.4433,1.683
0.0,0.6666,0.3498,0.0,0.4862,0.0,0.4862,1.683
0.0,0.6666,0.3498,0.0,0.4862,0.2002,0.5863,1.683
0.0,0.6666,0.3498,0.0,0.7293,0.0,0.7293,1.683
0.0,0.6666,0.3498,0.2156,0.0,0.0,0.0,2.3298
0.0,0.6666,0.3498,0.2156,0.0,0.2002,0.1001,2.3298
0.0,0.6666,0.3498,0.2156,0.0,0.4004,0.2002,2.3298
0.0,0.6666,0.3498,0.2156,0.2431,0.0,0.2431,2.3298
0.0,0.6666,0.3498,0.2156,0.2431,0.2002,0.3432,2.3298
0.0,0.6666,0.3498,0.2156,0.4862,0.0,0.4862,2.3298
0.0,0.6666,0.3498,0.4312,0.0,0.0,0.0,2.9766
0.0,0.6666,0.3498,0.4312,0.0,0.2002,0.1001,2.9766
0.0,0.6666,0.3498,0.4312,0.2431,0.0,0.2431,2.9766
0.0,0.6666,0.3498,0.6468,0.0,0.0,0.0,3.6234
0.0,0.6666,0.4664,0.0,0.0,0.0,0.0,1.7996
0.0,0.6666,0.4664,0.0,0.0,0.2002,0.1001,1.7996
0.0,0.6666,0.4664,0.0,0.0,0.4004,0.2002,1.7996
0.0,0.6666,0.4664,0.0,0.2431,0.0,0.2431,1.7996
0.0,0.6666,0.4664,0.0,0.2431,0.2002,0.3432,1.7996
0.0,0.6666,0.4664,0.0,0.4862,0.0,0.4862,1.7996
0.0,0.6666,0.4664,0.2156,0.0,0.0,0.0,2.4464
0.0,0.6666,0.4664,0.2156,0.0,0.2002,0.1001,2.4464
0.0,0.6666,0.4664,0.2156,0.2431,0.0,0.2431,2.4464
0.0,0.6666,0.4664,0.4312,0.0,0.0,0.0,3.0932
0.0,0.9548,0.0,0.0,0.0,0.0,0.5104,0.8888
0.0,0.8888,0.0,0.0,0.0,0.2002,0.1001,1.7776
0.0,0.8888,0.0,0.0,0.0,0.4004,0.2002,1.7776
0.0,0.8888,0.0,0.0,0.0,0.6006,0.3003,1.7776
0.0,0.8888,0.0,0.0,0.0,0.8008,0.4004,1.7776
0.0,0.8888,0.0,0.0,0.2431,0.0,0.2431,1.7776
0.0,0.8888,0.0,0.0,0.2431,0.2002,0.3432,1.7776
0.0,0.8888,0.0,0.0,0.2431,0.4004,0.4433,1.7776
0.0,0.8888,0.0,0.0,0.2431,0.6006,0.5434,1.7776
0.0,0.8888,0.0,0.0,0.2431,0.8008,0.6435,1.7776
0.0,0.8888,0.0,0.0,0.4862,0.0,0.4862,1.7776
0.0,0.8888,0.0,0.0,0.4862,0.2002,0.5863,1.7776
0.0,0.8888,0.0,0.0,0.4862,0.4004,0.6864,1.7776
0.0,0.8888,0.0,0.0,0.4862,0.6006,0.7865,1.7776
0.0,0.8888,0.0,0.0,0.7293,0.0,0.7293,1.7776
0.0,0.8888,0.0,0.0,0.7293,0.2002,0.8294,1.7776
0.0,0.8888,0.0,0.0,0.7293,0.4004,0.9295,1.7776
0.0,0.8888,0.0,0.0,0.9724,0.0,0.9724,1.7776
0.0,0.8888,0.0,0.0,0.9724,0.2002,1.0725,1.7776
0.0,0.8888,0.0,0.2156,0.0,0.0,0.0,2.4244
0.0,0.8888,0.0,0.2156,0.0,0.2002,0.1001,2.4244
0.0,0.8888,0.0,0.2156,0.0,0.4004,0.2002,2.4244
0.0,0.8888,0.0,0.2156,0.0,0.6006,0.3003,2.4244
0.0,0.8888,0.0,0.2156,0.0,0.8008,0.4004,2.4244
0.0,0.8888,0.0,0.2156,0.2431,0.0,0.2431,2.4244
0.0,0.8888,0.0,0.2156,0.2431,0.2002,0.3432,2.4244
0.0,0.8888,0.0,0.2156,0.2431,0.4004,0.4433,2.4244
0.0,0.8888,0.0,0.2156,0.2431,0.6006,0.5434,2.4244
0.0,0.8888,0.0,0.2156,0.4862,0.0,0.4862,2.4244
0.0,0.8888,0.0,0.2156,0.4862,0.2002,0.5863,2.4244
0.0,0.8888,0.0,0.2156,0.4862,0.4004,0.6864,2.4244
0.0,0.8888,0.0,0.2156,0.7293,0.0,0.7293,2.4244
0.0,0.8888,0.0,0.2156,0.7293,0.2002,0.8294,2.4244
0.0,0.8888,0.0,0.2156,0.9724,0.0,0.9724,2.4244
0.0,0.8888,0.0,0.4312,0.0,0.0,0.0,3.0712
0.0,0.8888,0.0,0.4312,0.0,0.2002,0.1001,3.0712
0.0,0.8888,0.0,0.4312,0.0,0.4004,0.2002,3.0712
0.0,0.8888,0.0,0.4312,0.0,0.6006,0.3003,3.0712
0.0,0.8888,0.0,0.4312,0.2431,0.0,0.2431,3.0712
0.0,0.8888,0.0,0.4312,0.2431,0.2002,0.3432,3.0712
0.0,0.8888,0.0,0.4312,0.2431,0.4004,0.4433,3.0712
0.0,0.8888,0.0,0.4312,0.4862,0.0,0.4862,3.0712
0.0,0.8888,0.0,0.4312,0.4862,0.2002,0.5863,3.0712
0.0,0.8888,0.0,0.4312,0.7293,0.0,0.7293,3.0712
0.0,0.8888,0.0,0.6468,0.0,0.0,0.0,3.718
0.0,0.8888,0.0,0.6468,0.0,0.2002,0.1001,3.718
0.0,0.8888,0.0,0.6468,0.0,0.4004,0.2002,3.718
0.0,0.8888,0.0,0.6468,0.2431,0.0,0.2431,3.718
0.0,0.8888,0.0,0.6468,0.2431,0.2002,0.3432,3.718
0.0,0.8888,0.0,0.6468,0.4862,0.0,0.4862,3.718
0.0,0.8888,0.0,0.8624,0.0,0.0,0.0,4.3648
0.0,0.8888,0.0,0.8624,0.0,0.2002,0.1001,4.3648
0.0,0.8888,0.0,0.8624,0.2431,0.0,0.2431,4.3648
0.0,0.8888,0.1166,0.0,0.0,0.0,0.0,1.8942
0.0,0.8888,0.1166,0.0,0.0,0.2002,0.1001,1.8942
0.0,0.8888,0.1166,0.0,0.0,0.4004,0.2002,1.8942
0.0,0.8888,0.1166,0.0,0.0,0.6006,0.3003,1.8942
0.0,0.8888,0.1166,0.0,0.0,0.8008,0.4004,1.8942
0.0,0.8888,0.1166,0.0,0.2431,0.0,0.2431,1.8942
0.0,0.8888,0.1166,0.0,0.2431,0.2002,0.3432,1.8942
0.0,0.8888,0.1166,0.0,0.2431,0.4004,0.4433,1.8942
0.0,0.8888,0.1166,0.0,0.2431,0.6006,0.5434,1.8942
0.0,0.8888,0.1166,0.0,0.4862,0.0,0.4862,1.8942
0.0,0.8888,0.1166,0.0,0.4862,0.2002,0.5863,1.8942
0.0,0.8888,0.1166,0.0,0.4862,0.4004,0.6864,1.8942
0.0,0.8888,0.1166,0.0,0.7293,0.0,0.7293,1.8942
0.0,0.8888,0.1166,0.0,0.7293,0.2002,0.8294,1.8942
0.0,0.8888,0.1166,0.0,0.9724,0.0,0.9724,1.8942
0.0,0.8888,0.1166,0.2156,0.0,0.0,0.0,2.541
0.0,0.8888,0.1166,0.2156,0.0,0.2002,0.1001,2.541
0.0,0.8888,0.1166,0.2156,0.0,0.4004,0.2002,2.541
