Zn,Cu,Li,Fe,Ni,NH4,SO4,NO3
0.2343,0.2222,0.2332,0.0,0.0,0.4004,0.2002,1.1462
0.2343,0.2222,0.2332,0.0,0.0,0.6006,0.3003,1.1462
0.2343,0.2222,0.2332,0.0,0.0,0.8008,0.4004,1.1462
0.2343,0.2222,0.2332,0.0,0.2431,0.0,0.2431,1.1462
0.2343,0.2222,0.2332,0.0,0.2431,0.2002,0.3432,1.1462
0.2343,0.2222,0.2332,0.0,0.2431,0.4004,0.4433,1.1462
0.2343,0.2222,0.2332,0.0,0.2431,0.6006,0.5434,1.1462
0.2343,0.2222,0.2332,0.0,0.2431,0.8008,0.6435,1.1462
0.2343,0.2222,0.2332,0.0,0.4862,0.0,0.4862,1.1462
0.2343,0.2222,0.2332,0.0,0.4862,0.2002,0.5863,1.1462
0.2343,0.2222,0.2332,0.0,0.4862,0.4004,0.6864,1.1462
0.2343,0.2222,0.2332,0.0,0.4862,0.6006,0.7865,1.1462
0.2343,0.2222,0.2332,0.0,0.7293,0.0,0.7293,1.1462
0.2343,0.2222,0.2332,0.0,0.7293,0.2002,0.8294,1.1462
0.2343,0.2222,0.2332,0.0,0.7293,0.4004,0.9295,1.1462
0.2343,0.2222,0.2332,0.0,0.9724,0.0,0.9724,1.1462
0.2343,0.2222,0.2332,0.0,0.9724,0.2002,1.0725,1.1462
0.2343,0.2222,0.2332,0.2156,0.0,0.0,0.0,1.793
0.2343,0.2222,0.2332,0.2156,0.0,0.2002,0.1001,1.793
0.2343,0.2222,0.2332,0.2156,0.0,0.4004,0.2002,1.793
0.2343,0.2222,0.2332,0.2156,0.0,0.6006,0.3003,1.793
0.2343,0.2222,0.2332,0.2156,0.0,0.8008,0.4004,1.793
0.2343,0.2222,0.2332,0.2156,0.2431,0.0,0.2431,1.793
0.2343,0.2222,0.2332,0.2156,0.2431,0.2002,0.3432,1.793
0.2343,0.2222,0.2332,0.2156,0.2431,0.4004,0.4433,1.793
0.2343,0.2222,0.2332,0.2156,0.2431,0.6006,0.5434,1.793
0.2343,0.2222,0.2332,0.2156,0.4862,0.0,0.4862,1.793
0.2343,0.2222,0.2332,0.2156,0.4862,0.2002,0.5863,1.793
0.2343,0.2222,0.2332,0.2156,0.4862,0.4004,0.6864,1.793
0.2343,0.2222,0.2332,0.2156,0.7293,0.0,0.7293,1.793
0.2343,0.2222,0.2332,0.2156,0.7293,0.2002,0.8294,1.793
0.2343,0.2222,0.2332,0.2156,0.9724,0.0,0.9724,1.793
0.2343,0.2222,0.2332,0.4312,0.0,0.0,0.0,2.4398
0.2343,0.2222,0.2332,0.4312,0.0,0.2002,0.1001,2.4398
0.2343,0.2222,0.2332,0.4312,0.0,0.4004,0.2002,2.4398
0.2343,0.2222,0.2332,0.4312,0.0,0.6006,0.3003,2.4398
0.2343,0.2222,0.2332,0.4312,0.2431,0.0,0.2431,2.4398
0.2343,0.2222,0.2332,0.4312,0.2431,0.2002,0.3432,2.4398
0.2343,0.2222,0.2332,0.4312,0.2431,0.4004,0.4433,2.4398
0.2343,0.2222,0.2332,0.4312,0.4862,0.0,0.4862,2.4398
0.2343,0.2222,0.2332,0.4312,0.4862,0.2002,0.5863,2.4398
0.2343,0.2222,0.2332,0.4312,0.7293,0.0,0.7293,2.4398
0.2343,0.2222,0.2332,0.6468,0.0,0.0,0.0,3.0866
0.2343,0.2222,0.2332,0.6468,0.0,0.2002,0.1001,3.0866
0.2343,0.2222,0.2332,0.6468,0.0,0.4004,0.2002,3.0866
0.2343,0.2222,0.2332,0.6468,0.2431,0.0,0.2431,3.0866
0.2343,0.2222,0.2332,0.6468,0.2431,0.2002,0.3432,3.0866
0.2343,0.2222,0.2332,0.6468,0.4862,0.0,0.4862,3.0866
0.2343,0.2222,0.2332,0.8624,0.0,0.0,0.0,3.7334
0.2343,0.2222,0.2332,0.8624,0.0,0.2002,0.1001,3.7334
0.2343,0.2222,0.2332,0.8624,0.2431,0.0,0.2431,3.7334
0.2343,0.2222,0.3498,0.0,0.0,0.0,0.0,1.2628
0.2343,0.2222,0.3498,0.0,0.0,0.2002,0.1001,1.2628
0.2343,0.2222,0.3498,0.0,0.0,0.4004,0.2002,1.2628
0.2343,0.2222,0.3498,0.0,0.0,0.6006,0.3003,1.2628
0.2343,0.2222,0.3498,0.0,0.0,0.8008,0.4004,1.2628
0.2343,0.2222,0.3498,0.0,0.2431,0.0,0.2431,1.2628
0.2343,0.2222,0.3498,0.0,0.2431,0.2002,0.3432,1.2628
0.2343,0.2222,0.3498,0.0,0.2431,0.4004,0.4433,1.2628
0.2343,0.2222,0.3498,0.0,0.2431,0.6006,0.5434,1.2628
0.2343,0.2222,0.3498,0.0,0.4862,0.0,0.4862,1.2628
0.2343,0.2222,0.3498,0.0,0.4862,0.2002,0.5863,1.2628
0.2343,0.2222,0.3498,0.0,0.4862,0.4004,0.6864,1.2628
0.2343,0.2222,0.3498,0.0,0.7293,0.0,0.7293,1.2628
0.2343,0.2222,0.3498,0.0,0.7293,0.2002,0.8294,1.2628
0.2343,0.2222,0.3498,0.0,0.9724,0.0,0.9724,1.2628
0.2343,0.2222,0.3498,0.2156,0.0,0.0,0.0,1.9096
0.2343,0.2222,0.3498,0.2156,0.0,0.2002,0.1001,1.9096
0.2343,0.2222,0.3498,0.2156,0.0,0.4004,0.2002,1.9096
0.2343,0.2222,0.3498,0.2156,0.0,0.6006,0.3003,1.9096
0.2343,0.2222,0.3498,0.2156,0.2431,0.0,0.2431,1.9096
0.2343,0.2222,0.3498,0.2156,0.2431,0.2002,0.3432,1.9096
0.2343,0.2222,0.3498,0.2156,0.2431,0.4004,0.4433,1.9096
0.2343,0.2222,0.3498,0.2156,0.4862,0.0,0.4862,1.9096
0.2343,0.2222,0.3498,0.2156,0.4862,0.2002,0.5863,1.9096
0.2343,0.2222,0.3498,0.2156,0.7293,0.0,0.7293,1.9096
0.2343,0.2222,0.3498,0.4312,0.0,0.0,0.0,2.5564
0.2343,0.2222,0.3498,0.4312,0.0,0.2002,0.1001,2.5564
0.2343,0.2222,0.3498,0.4312,0.0,0.4004,0.2002,2.5564
0.2343,0.2222,0.3498,0.4312,0.2431,0.0,0.2431,2.5564
0.2343,0.2222,0.3498,0.4312,0.2431,0.2002,0.3432,2.5564
0.2343,0.2222,0.3498,0.4312,0.4862,0.0,0.4862,2.5564
0.2343,0.2222,0.3498,0.6468,0.0,0.0,0.0,3.2032
0.2343,0.2222,0.3498,0.6468,0.0,0.2002,0.1001,3.2032
0.2343,0.2222,0.3498,0.6468,0.2431,0.0,0.2431,3.2032
0.2343,0.2222,0.3498,0.8624,0.0,0.0,0.0,3.85
0.2343,0.2222,0.4664,0.0,0.0,0.0,0.0,1.3794
0.2343,0.2222,0.4664,0.0,0.0,0.2002,0.1001,1.3794
0.2343,0.2222,0.4664,0.0,0.0,0.4004,0.2002,1.3794
0.2343,0.2222,0.4664,0.0,0.0,0.6006,0.3003,1.3794
0.2343,0.2222,0.4664,0.0,0.2431,0.0,0.2431,1.3794
0.2343,0.2222,0.4664,0.0,0.2431,0.2002,0.3432,1.3794
0.2343,0.2222,0.4664,0.0,0.2431,0.4004,0.4433,1.3794
0.2343,0.2222,0.4664,0.0,0.4862,0.0,0.4862,1.3794
0.2343,0.2222,0.4664,0.0,0.4862,0.2002,0.5863,1.3794
0.2343,0.2222,0.4664,0.0,0.7293,0.0,0.7293,1.3794
0.2343,0.2222,0.4664,0.2156,0.0,0.0,0.0,2.0262
0.2343,0.2222,0.4664,0.2156,0.0,0.2002,0.1001,2.0262
0.2343,0.2222,0.4664,0.2156,0.0,0.4004,0.2002,2.0262
0.2343,0.2222,0.4664,0.2156,0.2431,0.0,0.2431,2.0262
0.2343,0.2222,0.4664,0.2156,0.2431,0.2002,0.3432,2.0262
0.2343,0.2222,0.4664,0.2156,0.4862,0.0,0.4862,2.0262
0.2343,0.2222,0.4664,0.4312,0.0,0.0,0.0,2.673
0.2343,0.2222,0.4664,0.4312,0.0,0.2002,0.1001,2.673
0.2343,0.2222,0.4664,0.4312,0.2431,0.0,0.2431,2.673
0.2343,0.2222,0.4664,0.6468,0.0,0.0,0.0,3.3198
0.2343,0.5104,0.0,0.0,0.0,0.0,0.5104,0.4686
0.2343,0.4444,0.0,0.0,0.0,0.2002,0.1001,1.3574
0.2343,0.4444,0.0,0.0,0.0,0.4004,0.2002,1.3574
0.2343,0.4444,0.0,0.0,0.0,0.6006,0.3003,1.3574
0.2343,0.4444,0.0,0.0,0.0,0.8008,0.4004,1.3574
0.2343,0.4444,0.0,0.0,0.2431,0.0,0.2431,1.3574
0.2343,0.4444,0.0,0.0,0.2431,0.2002,0.3432,1.3574
0.2343,0.4444,0.0,0.0,0.2431,0.4004,0.4433,1.3574
0.2343,0.4444,0.0,0.0,0.2431,0.6006,0.5434,1.3574
0.2343,0.4444,0.0,0.0,0.2431,0.8008,0.6435,1.3574
0.2343,0.4444,0.0,0.0,0.4862,0.0,0.4862,1.3574
0.2343,0.4444,0.0,0.0,0.4862,0.2002,0.5863,1.3574
0.2343,0.4444,0.0,0.0,0.4862,0.4004,0.6864,1.3574
0.2343,0.4444,0.0,0.0,0.4862,0.6006,0.7865,1.3574
0.2343,0.4444,0.0,0.0,0.4862,0.8008,0.8866,1.3574
0.2343,0.4444,0.0,0.0,0.7293,0.0,0.7293,1.3574
0.2343,0.4444,0.0,0.0,0.7293,0.2002,0.8294,1.3574
0.2343,0.4444,0.0,0.0,0.7293,0.4004,0.9295,1.3574
0.2343,0.4444,0.0,0.0,0.7293,0.6006,1.0296,1.3574
0.2343,0.4444,0.0,0.0,0.9724,0.0,0.9724,1.3574
0.2343,0.4444,0.0,0.0,0.9724,0.2002,1.0725,1.3574
0.2343,0.4444,0.0,0.0,0.9724,0.4004,1.1726,1.3574
0.3102,0.4444,0.0,0.2156,0.0,0.0,0.3102,1.5356
0.2343,0.4444,0.0,0.2156,0.0,0.2002,0.1001,2.0042
0.2343,0.4444,0.0,0.2156,0.0,0.4004,0.2002,2.0042
0.2343,0.4444,0.0,0.2156,0.0,0.6006,0.3003,2.0042
0.2343,0.4444,0.0,0.2156,0.0,0.8008,0.4004,2.0042
0.2343,0.4444,0.0,0.2156,0.2431,0.0,0.2431,2.0042
0.2343,0.4444,0.0,0.2156,0.2431,0.2002,0.3432,2.0042
0.2343,0.4444,0.0,0.2156,0.2431,0.4004,0.4433,2.0042
0.2343,0.4444,0.0,0.2156,0.2431,0.6006,0.5434,2.0042
0.2343,0.4444,0.0,0.2156,0.2431,0.8008,0.6435,2.0042
0.2343,0.4444,0.0,0.2156,0.4862,0.0,0.4862,2.0042
0.2343,0.4444,0.0,0.2156,0.4862,0.2002,0.5863,2.0042
0.2343,0.4444,0.0,0.2156,0.4862,0.4004,0.6864,2.0042
0.2343,0.4444,0.0,0.2156,0.4862,0.6006,0.7865,2.0042
0.2343,0.4444,0.0,0.2156,0.7293,0.0,0.7293,2.0042
0.2343,0.4444,0.0,0.2156,0.7293,0.2002,0.8294,2.0042
0.2343,0.4444,0.0,0.2156,0.7293,0.4004,0.9295,2.0042
0.2343,0.4444,0.0,0.2156,0.9724,0.0,0.9724,2.0042
0.2343,0.4444,0.0,0.2156,0.9724,0.2002,1.0725,2.0042
0.2343,0.4444,0.0,0.4312,0.0,0.0,0.0,2.651
0.2343,0.4444,0.0,0.4312,0.0,0.2002,0.1001,2.651
0.2343,0.4444,0.0,0.4312,0.0,0.4004,0.2002,2.651
0.2343,0.4444,0.0,0.4312,0.0,0.6006,0.3003,2.651
0.2343,0.4444,0.0,0.4312,0.0,0.8008,0.4004,2.651
0.2343,0.4444,0.0,0.4312,0.2431,0.0,0.2431,2.651
0.2343,0.4444,0.0,0.4312,0.2431,0.2002,0.3432,2.651
0.2343,0.4444,0.0,0.4312,0.2431,0.4004,0.4433,2.651
0.2343,0.4444,0.0,0.4312,0.2431,0.6006,0.5434,2.651
0.2343,0.4444,0.0,0.4312,0.4862,0.0,0.4862,2.651
0.2343,0.4444,0.0,0.4312,0.4862,0.2002,0.5863,2.651
0.2343,0.4444,0.0,0.4312,0.4862,0.4004,0.6864,2.651
0.2343,0.4444,0.0,0.4312,0.7293,0.0,0.7293,2.651
0.2343,0.4444,0.0,0.4312,0.7293,0.2002,0.8294,2.651
0.2343,0.4444,0.0,0.4312,0.9724,0.0,0.9724,2.651
0.2343,0.4444,0.0,0.6468,0.0,0.0,0.0,3.2978
0.2343,0.4444,0.0,0.6468,0.0,0.2002,0.1001,3.2978
0.2343,0.4444,0.0,0.6468,0.0,0.4004,0.2002,3.2978
0.2343,0.4444,0.0,0.6468,0.0,0.6006,0.3003,3.2978
0.2343,0.4444,0.0,0.6468,0.2431,0.0,0.2431,3.2978
0.2343,0.4444,0.0,0.6468,0.2431,0.2002,0.3432,3.2978
0.2343,0.4444,0.0,0.6468,0.2431,0.4004,0.4433,3.2978
0.2343,0.4444,0.0,0.6468,0.4862,0.0,0.4862,3.2978
0.2343,0.4444,0.0,0.6468,0.4862,0.2002,0.5863,3.2978
0.2343,0.4444,0.0,0.6468,0.7293,0.0,0.7293,3.2978
0.2343,0.4444,0.0,0.8624,0.0,0.0,0.0,3.9446
0.2343,0.4444,0.0,0.8624,0.0,0.2002,0.1001,3.9446
0.2343,0.4444,0.0,0.8624,0.0,0.4004,0.2002,3.9446
0.2343,0.4444,0.0,0.8624,0.2431,0.0,0.2431,3.9446
0.2343,0.4444,0.0,0.8624,0.2431,0.2002,0.3432,3.9446
0.2343,0.4444,0.0,0.8624,0.4862,0.0,0.4862,3.9446
0.3102,0.4444,0.1166,0.0,0.0,0.0,0.3102,1.0054
0.2343,0.4444,0.1166,0.0,0.0,0.2002,0.1001,1.474
0.2343,0.4444,0.1166,0.0,0.0,0.4004,0.2002,1.474
0.2343,0.4444,0.1166,0.0,0.0,0.6006,0.3003,1.474
0.2343,0.4444,0.1166,0.0,0.0,0.8008,0.4004,1.474
0.2343,0.4444,0.1166,0.0,0.2431,0.0,0.2431,1.474
0.2343,0.4444,0.1166,0.0,0.2431,0.2002,0.3432,1.474
0.2343,0.4444,0.1166,0.0,0.2431,0.4004,0.4433,1.474
0.2343,0.4444,0.1166,0.0,0.2431,0.6006,0.5434,1.474
0.2343,0.4444,0.1166,0.0,0.2431,0.8008,0.6435,1.474
0.2343,0.4444,0.1166,0.0,0.4862,0.0,0.4862,1.474
0.2343,0.4444,0.1166,0.0,0.4862,0.2002,0.5863,1.474
0.2343,0.4444,0.1166,0.0,0.4862,0.4004,0.6864,1.474
0.2343,0.4444,0.1166,0.0,0.4862,0.6006,0.7865,1.474
0.2343,0.4444,0.1166,0.0,0.7293,0.0,0.7293,1.474
0.2343,0.4444,0.1166,0.0,0.7293,0.2002,0.8294,1.474
0.2343,0.4444,0.1166,0.0,0.7293,0.4004,0.9295,1.474
0.2343,0.4444,0.1166,0.0,0.9724,0.0,0.9724,1.474
0.2343,0.4444,0.1166,0.0,0.9724,0.2002,1.0725,1.474
0.2343,0.4444,0.1166,0.2156,0.0,0.0,0.0,2.1208
0.2343,0.4444,0.1166,0.2156,0.0,0.2002,0.1001,2.1208
0.2343,0.4444,0.1166,0.2156,0.0,0.4004,0.2002,2.1208
0.2343,0.4444,0.1166,0.2156,0.0,0.6006,0.3003,2.1208
0.2343,0.4444,0.1166,0.2156,0.0,0.8008,0.4004,2.1208
0.2343,0.4444,0.1166,0.2156,0.2431,0.0,0.2431,2.1208
0.2343,0.4444,0.1166,0.2156,0.2431,0.2002,0.3432,2.1208
0.2343,0.4444,0.1166,0.2156,0.2431,0.4004,0.4433,2.1208
0.2343,0.4444,0.1166,0.2156,0.2431,0.6006,0.5434,2.1208
0.2343,0.4444,0.1166,0.2156,0.4862,0.0,0.4862,2.1208
0.2343,0.4444,0.1166,0.2156,0.4862,0.2002,0.5863,2.1208
0.2343,0.4444,0.1166,0.2156,0.4862,0.4004,0.6864,2.1208
0.2343,0.4444,0.1166,0.2156,0.7293,0.0,0.7293,2.1208
0.2343,0.4444,0.1166,0.2156,0.7293,0.2002,0.8294,2.1208
0.2343,0.4444,0.1166,0.2156,0.9724,0.0,0.9724,2.1208
0.2343,0.4444,0.1166,0.4312,0.0,0.0,0.0,2.7676
0.2343,0.4444,0.1166,0.4312,0.0,0.2002,0.1001,2.7676
0.2343,0.4444,0.1166,0.4312,0.0,0.4004,0.2002,2.7676
0.2343,0.4444,0.1166,0.4312,0.0,0.6006,0.3003,2.7676
0.2343,0.4444,0.1166,0.4312,0.2431,0.0,0.2431,2.7676
0.2343,0.4444,0.1166,0.4312,0.2431,0.2002,0.3432,2.7676
0.2343,0.4444,0.1166,0.4312,0.2431,0.4004,0.4433,2.7676
0.2343,0.4444,0.1166,0.4312,0.4862,0.0,0.4862,2.7676
0.2343,0.4444,0.1166,0.4312,0.4862,0.2002,0.5863,2.7676
0.2343,0.4444,0.1166,0.4312,0.7293,0.0,0.7293,2.7676
0.2343,0.4444,0.1166,0.6468,0.0,0.0,0.0,3.4144
0.2343,0.4444,0.1166,0.6468,0.0,0.2002,0.1001,3.4144
0.2343,0.4444,0.1166,0.6468,0.0,0.4004,0.2002,3.4144
0.2343,0.4444,0.1166,0.6468,0.2431,0.0,0.2431,3.4144
0.2343,0.4444,0.1166,0.6468,0.2431,0.2002,0.3432,3.4144
0.2343,0.4444,0.1166,0.6468,0.4862,0.0,0.4862,3.4144
0.2343,0.4444,0.1166,0.8624,0.0,0.0,0.0,4.0612
0.2343,0.4444,0.1166,0.8624,0.0,0.2002,0.1001,4.0612
0.2343,0.4444,0.1166,0.8624,0.2431,0.0,0.2431,4.0612
0.2343,0.4444,0.2332,0.0,0.0,0.0,0.0,1.5906
0.2343,0.4444,0.2332,0.0,0.0,0.2002,0.1001,1.5906
0.2343,0.4444,0.2332,0.0,0.0,0.4004,0.2002,1.5906
0.2343,0.4444,0.2332,0.0,0.0,0.6006,0.3003,1.5906
0.2343,0.4444,0.2332,0.0,0.0,0.8008,0.4004,1.5906
0.2343,0.4444,0.2332,0.0,0.2431,0.0,0.2431,1.5906
0.2343,0.4444,0.2332,0.0,0.2431,0.2002,0.3432,1.5906
0.2343,0.4444,0.2332,0.0,0.2431,0.4004,0.4433,1.5906
0.2343,0.4444,0.2332,0.0,0.2431,0.6006,0.5434,1.5906
0.2343,0.4444,0.2332,0.0,0.4862,0.0,0.4862,1.5906
0.2343,0.4444,0.2332,0.0,0.4862,0.2002,0.5863,1.5906
0.2343,0.4444,0.2332,0.0,0.4862,0.4004,0.6864,1.5906
0.2343,0.4444,0.2332,0.0,0.7293,0.0,0.7293,1.5906
0.2343,0.4444,0.2332,0.0,0.7293,0.2002,0.8294,1.5906
0.2343,0.4444,0.2332,0.0,0.9724,0.0,0.9724,1.5906
0.2343,0.4444,0.2332,0.2156,0.0,0.0,0.0,2.2374
0.2343,0.4444,0.2332,0.2156,0.0,0.2002,0.1001,2.2374
0.2343,0.4444,0.2332,0.2156,0.0,0.4004,0.2002,2.2374
0.2343,0.4444,0.2332,0.2156,0.0,0.6006,0.3003,2.2374
0.2343,0.4444,0.2332,0.2156,0.2431,0.0,0.2431,2.2374
0.2343,0.4444,0.2332,0.2156,0.2431,0.2002,0.3432,2.2374
0.2343,0.4444,0.2332,0.2156,0.2431,0.4004,0.4433,2.2374
0.2343,0.4444,0.2332,0.2156,0.4862,0.0,0.4862,2.2374
0.2343,0.4444,0.2332,0.2156,0.4862,0.2002,0.5863,2.2374
0.2343,0.4444,0.2332,0.2156,0.7293,0.0,0.7293,2.2374
0.2343,0.4444,0.2332,0.4312,0.0,0.0,0.0,2.8842
0.2343,0.4444,0.2332,0.4312,0.0,0.2002,0.1001,2.8842
0.2343,0.4444,0.2332,0.4312,0.0,0.4004,0.2002,2.8842
0.2343,0.4444,0.2332,0.4312,0.2431,0.0,0.2431,2.8842
0.2343,0.4444,0.2332,0.4312,0.2431,0.2002,0.3432,2.8842
0.2343,0.4444,0.2332,0.4312,0.4862,0.0,0.4862,2.8842
0.2343,0.4444,0.2332,0.6468,0.0,0.0,0.0,3.531
0.2343,0.4444,0.2332,0.6468,0.0,0.2002,0.1001,3.531
0.2343,0.4444,0.2332,0.6468,0.2431,0.0,0.2431,3.531
0.2343,0.4444,0.2332,0.8624,0.0,0.0,0.0,4.1778
0.2343,0.4444,0.3498,0.0,0.0,0.0,0.0,1.7072
0.2343,0.4444,0.3498,0.0,0.0,0.2002,0.1001,1.7072
0.2343,0.4444,0.3498,0.0,0.0,0.4004,0.2002,1.7072
0.2343,0.4444,0.3498,0.0,0.0,0.6006,0.3003,1.7072
0.2343,0.4444,0.3498,0.0,0.2431,0.0,0.2431,1.7072
0.2343,0.4444,0.3498,0.0,0.2431,0.2002,0.3432,1.7072
0.2343,0.4444,0.3498,0.0,0.2431,0.4004,0.4433,1.7072
0.2343,0.4444,0.3498,0.0,0.4862,0.0,0.4862,1.7072
0.2343,0.4444,0.3498,0.0,0.4862,0.2002,0.5863,1.7072
0.2343,0.4444,0.3498,0.0,0.7293,0.0,0.7293,1.7072
0.2343,0.4444,0.3498,0.2156,0.0,0.0,0.0,2.354
0.2343,0.4444,0.3498,0.2156,0.0,0.2002,0.1001,2.354
0.2343,0.4444,0.3498,0.2156,0.0,0.4004,0.2002,2.354
0.2343,0.4444,0.3498,0.2156,0.2431,0.0,0.2431,2.354
0.2343,0.4444,0.3498,0.2156,0.2431,0.2002,0.3432,2.354
0.2343,0.4444,0.3498,0.2156,0.4862,0.0,0.4862,2.354
0.2343,0.4444,0.3498,0.4312,0.0,0.0,0.0,3.0008
0.2343,0.4444,0.3498,0.4312,0.0,0.2002,0.1001,3.0008
0.2343,0.4444,0.3498,0.4312,0.2431,0.0,0.2431,3.0008
0.2343,0.4444,0.3498,0.6468,0.0,0.0,0.0,3.6476
0.2343,0.4444,0.4664,0.0,0.0,0.0,0.0,1.8238
0.2343,0.4444,0.4664,0.0,0.0,0.2002,0.1001,1.8238
0.2343,0.4444,0.4664,0.0,0.0,0.4004,0.2002,1.8238
0.2343,0.4444,0.4664,0.0,0.2431,0.0,0.2431,1.8238
0.2343,0.4444,0.4664,0.0,0.2431,0.2002,0.3432,1.8238
0.2343,0.4444,0.4664,0.0,0.4862,0.0,0.4862,1.8238
0.2343,0.4444,0.4664,0.2156,0.0,0.0,0.0,2.4706
0.2343,0.4444,0.4664,0.2156,0.0,0.2002,0.1001,2.4706
0.2343,0.4444,0.4664,0.2156,0.2431,0.0,0.2431,2.4706
0.2343,0.4444,0.4664,0.4312,0.0,0.0,0.0,3.1174
0.3102,0.6666,0.0,0.0,0.0,0.0,0.3102,1.3332
0.2343,0.6666,0.0,0.0,0.0,0.2002,0.1001,1.8018
0.2343,0.6666,0.0,0.0,0.0,0.4004,0.2002,1.8018
0.2343,0.6666,0.0,0.0,0.0,0.6006,0.3003,1.8018
0.2343,0.6666,0.0,0.0,0.0,0.8008,0.4004,1.8018
0.2343,0.6666,0.0,0.0,0.2431,0.0,0.2431,1.8018
0.2343,0.6666,0.0,0.0,0.2431,0.2002,0.3432,1.8018
0.2343,0.6666,0.0,0.0,0.2431,0.4004,0.4433,1.8018
0.2343,0.6666,0.0,0.0,0.2431,0.6006,0.5434,1.8018
0.2343,0.6666,0.0,0.0,0.2431,0.8008,0.6435,1.8018
0.2343,0.6666,0.0,0.0,0.4862,0.0,0.4862,1.8018
0.2343,0.6666,0.0,0.0,0.4862,0.2002,0.5863,1.8018
0.2343,0.6666,0.0,0.0,0.4862,0.4004,0.6864,1.8018
0.2343,0.6666,0.0,0.0,0.4862,0.6006,0.7865,1.8018
0.2343,0.6666,0.0,0.0,0.7293,0.0,0.7293,1.8018
0.2343,0.6666,0.0,0.0,0.7293,0.2002,0.8294,1.8018
0.2343,0.6666,0.0,0.0,0.7293,0.4004,0.9295,1.8018
0.2343,0.6666,0.0,0.0,0.9724,0.0,0.9724,1.8018
0.2343,0.6666,0.0,0.0,0.9724,0.2002,1.0725,1.8018
0.2343,0.6666,0.0,0.2156,0.0,0.0,0.0,2.4486
0.2343,0.6666,0.0,0.2156,0.0,0.2002,0.1001,2.4486
0.2343,0.6666,0.0,0.2156,0.0,0.4004,0.2002,2.4486
0.2343,0.6666,0.0,0.2156,0.0,0.6006,0.3003,2.4486
0.2343,0.6666,0.0,0.2156,0.0,0.8008,0.4004,2.4486
0.2343,0.6666,0.0,0.2156,0.2431,0.0,0.2431,2.4486
0.2343,0.6666,0.0,0.2156,0.2431,0.2002,0.3432,2.4486
0.2343,0.6666,0.0,0.2156,0.2431,0.4004,0.4433,2.4486
0.2343,0.6666,0.0,0.2156,0.2431,0.6006,0.5434,2.4486
0.2343,0.6666,0.0,0.2156,0.4862,0.0,0.4862,2.4486
0.2343,0.6666,0.0,0.2156,0.4862,0.2002,0.5863,2.4486
0.2343,0.6666,0.0,0.2156,0.4862,0.4004,0.6864,2.4486
0.2343,0.6666,0.0,0.2156,0.7293,0.0,0.7293,2.4486
0.2343,0.6666,0.0,0.2156,0.7293,0.2002,0.8294,2.4486
0.2343,0.6666,0.0,0.2156,0.9724,0.0,0.9724,2.4486
0.2343,0.6666,0.0,0.4312,0.0,0.0,0.0,3.0954
0.2343,0.6666,0.0,0.4312,0.0,0.2002,0.1001,3.0954
0.2343,0.6666,0.0,0.4312,0.0,0.4004,0.2002,3.0954
0.2343,0.6666,0.0,0.4312,0.0,0.6006,0.3003,3.0954
0.2343,0.6666,0.0,0.4312,0.2431,0.0,0.2431,3.0954
0.2343,0.6666,0.0,0.4312,0.2431,0.2002,0.3432,3.0954
0.2343,0.6666,0.0,0.4312,0.2431,0.4004,0.4433,3.0954
0.2343,0.6666,0.0,0.4312,0.4862,0.0,0.4862,3.0954
0.2343,0.6666,0.0,0.4312,0.4862,0.2002,0.5863,3.0954
0.2343,0.6666,0.0,0.4312,0.7293,0.0,0.7293,3.0954
0.2343,0.6666,0.0,0.6468,0.0,0.0,0.0,3.7422
0.2343,0.6666,0.0,0.6468,0.0,0.2002,0.1001,3.7422
0.2343,0.6666,0.0,0.6468,0.0,0.4004,0.2002,3.7422
0.2343,0.6666,0.0,0.6468,0.2431,0.0,0.2431,3.7422
0.2343,0.6666,0.0,0.6468,0.2431,0.2002,0.3432,3.7422
0.2343,0.6666,0.0,0.6468,0.4862,0.0,0.4862,3.7422
0.2343,0.6666,0.0,0.8624,0.0,0.0,0.0,4.389
0.2343,0.6666,0.0,0.8624,0.0,0.2002,0.1001,4.389
0.2343,0.6666,0.0,0.8624,0.2431,0.0,0.2431,4.389
0.2343,0.6666,0.1166,0.0,0.0,0.0,0.0,1.9184
0.2343,0.6666,0.1166,0.0,0.0,0.2002,0.1001,1.9184
0.2343,0.6666,0.1166,0.0,0.0,0.4004,0.2002,1.9184
0.2343,0.6666,0.1166,0.0,0.0,0.6006,0.3003,1.9184
0.2343,0.6666,0.1166,0.0,0.0,0.8008,0.4004,1.9184
0.2343,0.6666,0.1166,0.0,0.2431,0.0,0.2431,1.9184
0.2343,0.6666,0.1166,0.0,0.2431,0.2002,0.3432,1.9184
0.2343,0.6666,0.1166,0.0,0.2431,0.4004,0.4433,1.9184
0.2343,0.6666,0.1166,0.0,0.2431,0.6006,0.5434,1.9184
0.2343,0.6666,0.1166,0.0,0.4862,0.0,0.4862,1.9184
0.2343,0.6666,0.1166,0.0,0.4862,0.2002,0.5863,1.9184
0.2343,0.6666,0.1166,0.0,0.4862,0.4004,0.6864,1.9184
0.2343,0.6666,0.1166,0.0,0.7293,0.0,0.7293,1.9184
0.2343,0.6666,0.1166,0.0,0.7293,0.2002,0.8294,1.9184
0.2343,0.6666,0.1166,0.0,0.9724,0.0,0.9724,1.9184
0.2343,0.6666,0.1166,0.2156,0.0,0.0,0.0,2.5652
